Gene Model ID	Gene Symbol	Source	Chromosome	Start	End
GRMZM2G345039	rph1	MaizeGDB-curated	Chr8	67,242,630	67,250,938
GRMZM2G467086	rpl10	MaizeGDB-curated	Chr3	229,627,953	229,630,162
GRMZM2G180724	rpl15b	MaizeGDB-curated	Chr7	149,310,459	149,313,123
GRMZM2G119169	rpl17a	MaizeGDB-curated	Chr8	92,685,793	92,690,815
GRMZM2G702426	rpl17b	MaizeGDB-curated	Chr4	44,088,617	44,091,066
GRMZM2G148744	rpl17c	MaizeGDB-curated	Chr1	193,824,436	193,827,413
GRMZM2G171444	rpl19	MaizeGDB-curated	Chr5	190,804,914	190,807,760
GRMZM2G028216	rpl29	MaizeGDB-curated	Chr4	180,610,547	180,612,241
GRMZM2G027728	rpl30	MaizeGDB-curated	Chr8	2,349,748	2,352,938
GRMZM2G145758	rpl32	MaizeGDB-curated	Chr2	44,796,341	44,798,676
GRMZM2G100467	rpl39	MaizeGDB-curated	Chr5	213,868,446	213,869,401
GRMZM5G815894	rpl5a	MaizeGDB-curated	Chr3	168,275,428	168,278,435
GRMZM2G163081	rpl5b	MaizeGDB-curated	Chr8	163,737,203	163,740,608
GRMZM2G174919	rpl7	MaizeGDB-curated	Chr2	135,231,574	135,241,133
GRMZM2G018080	rplp1	MaizeGDB-curated	Chr1	11,692,597	11,694,219
GRMZM2G315806	rplp1	MaizeGDB-curated	Chr1	11,687,866	11,691,260
GRMZM2G115564	rpo2	MaizeGDB-curated	Chr9	105,489,333	105,500,736
GRMZM5G895282	rps1	MaizeGDB-curated	Chr7	16,680,018	16,682,350
GRMZM2G095511	rps10	MaizeGDB-curated	Chr1	274,598,475	274,600,271
GRMZM2G063340	rps12	MaizeGDB-curated	Chr7	21,287,558	21,290,256
GRMZM2G158034	rps13	MaizeGDB-curated	Chr4	37,626,157	37,628,934
GRMZM2G093574	rps21a	MaizeGDB-curated	Chr6	137,097,719	137,100,951
GRMZM2G067303	rps22a	MaizeGDB-curated	Chr9	142,752,102	142,755,422
GRMZM2G091383	rps24	MaizeGDB-curated	Chr5	151,669,661	151,671,447
GRMZM2G084868	rps25	MaizeGDB-curated	Chr4	51,745,820	51,747,254
GRMZM2G066222	rps27	MaizeGDB-curated	Chr4	218,054,500	218,057,037
GRMZM2G377600	rps27b	MaizeGDB-curated	Chr5	160,795,273	160,797,497
GRMZM2G132121	rps27c	MaizeGDB-curated	Chr5	7,529,197	7,531,742
GRMZM2G099352	rps3	MaizeGDB-curated	Chr10	75,709,393	75,711,864
GRMZM2G125271	rps4	MaizeGDB-curated	Chr5	1,489,127	1,491,854
GRMZM2G156673	rps5	MaizeGDB-curated	Chr8	6,591,423	6,593,377
GRMZM2G054136	rps6	MaizeGDB-curated	Chr7	166,416,769	166,429,948
GRMZM2G336875	rps8	MaizeGDB-curated	Chr4	232,843,893	232,846,622
GRMZM5G845244	rps8 (cp)	MaizeGDB-curated	ChrPt	78,488	78,898
GRMZM2G153150	rrb2	MaizeGDB-curated	Chr4	192,376,709	192,383,877
GRMZM2G033828	rrb3	MaizeGDB-curated	Chr1	196,158,449	196,165,691
GRMZM5G868908	rrph1	MaizeGDB-curated	Chr5	169,710,822	169,727,140
GRMZM2G028041	rs1	MaizeGDB-curated	Chr7	3,667,975	3,674,168
AC149818.2_FG009	rtcl1	MaizeGDB-curated	Chr9	152,747,407	152,748,234
GRMZM2G092542	rtcs1	MaizeGDB-curated	Chr1	10,824,798	10,826,042
GRMZM2G166159	rte1	MaizeGDB-curated	Chr1	149,321,818	149,326,540
GRMZM2G436299	rth6	MaizeGDB-curated	Chr1	104,617,335	104,621,459
GRMZM5G832994	rtl1	MaizeGDB-curated	Chr8	154,129,622	154,132,963
GRMZM2G077293	rtl2	MaizeGDB-curated	Chr3	203,830,116	203,833,100
GRMZM2G121208	rtl3	MaizeGDB-curated	Chr6	161,903,231	161,906,492
GRMZM2G039592	rtl4	MaizeGDB-curated	Chr1	288,924,643	288,926,264
GRMZM2G163848	rul1	MaizeGDB-curated	Chr8	150,095,586	150,100,818
GRMZM2G037368	rum1	MaizeGDB-curated	Chr3	209,176,237	209,179,599
GRMZM2G019919	rws1	MaizeGDB-curated	Chr2	21,882,159	21,886,917
GRMZM2G334584	rxo1	MaizeGDB-curated	Chr6	8,100,151	8,105,044
GRMZM2G113295	rzfl1	MaizeGDB-curated	Chr9	147,635,621	147,639,545
GRMZM2G056929	s1fa1	MaizeGDB-curated	Chr2	59,385,197	59,387,466
GRMZM5G852502	sacd1	MaizeGDB-curated	Chr3	160,709,513	160,714,196
GRMZM2G119305	sacd10	MaizeGDB-curated	Chr10	61,689,660	61,692,217
AC215690.3_FG002	sacd11	MaizeGDB-curated	Chr10	106,806,918	106,810,315
GRMZM2G180399	sacd2	MaizeGDB-curated	Chr8	161,386,924	161,390,467
GRMZM2G143625	sacd3	MaizeGDB-curated	Chr1	107,371,746	107,373,355
GRMZM2G003368	sacd4	MaizeGDB-curated	Chr1	120,854,790	120,856,675
GRMZM2G026793	sacd5	MaizeGDB-curated	Chr2	74,671,225	74,675,172
GRMZM2G027673	sacd6	MaizeGDB-curated	Chr4	102,114,754	102,116,797
GRMZM2G073540	sacd7	MaizeGDB-curated	Chr5	48,865,287	48,866,779
GRMZM5G883417	sacd8	MaizeGDB-curated	Chr7	136,213,370	136,214,936
GRMZM2G316362	sacd9	MaizeGDB-curated	Chr8	164,731,500	164,733,879
GRMZM2G014376	sad1	MaizeGDB-curated	Chr10	25,983,459	25,988,271
GRMZM2G042639	saf1	MaizeGDB-curated	Chr1	43,124,855	43,126,948
GRMZM2G125635	sam1	MaizeGDB-curated	Chr10	128,008,870	128,011,887
GRMZM2G069203	sat1	MaizeGDB-curated	Chr8	155,020,473	155,021,850
GRMZM2G013430	sat2	MaizeGDB-curated	Chr1	24,049,836	24,051,294
GRMZM5G816110	sat3	MaizeGDB-curated	Chr6	159,594,188	159,596,729
GRMZM2G466908	saur1	MaizeGDB-curated	Chr6	86,723,314	86,724,099
GRMZM2G113470	sbip1a	MaizeGDB-curated	Chr4	9,896,475	9,902,642
GRMZM2G060922	sbip1b	MaizeGDB-curated	Chr8	106,815,228	106,820,100
GRMZM2G175038	sbip2a	MaizeGDB-curated	Chr1	52,193,686	52,196,261
GRMZM2G111136	sbp1	MaizeGDB-curated	Chr5	88,828,896	88,831,814
GRMZM2G109354	sbp11	MaizeGDB-curated	Chr8	106,259,354	106,278,403
GRMZM2G126827	sbp12	MaizeGDB-curated	Chr5	86,820,671	86,824,256
GRMZM2G113779	sbp13	MaizeGDB-curated	Chr2	202,626,703	202,628,534
GRMZM2G169270	sbp16	MaizeGDB-curated	Chr1	189,617,226	189,623,070
GRMZM2G156756	sbp17	MaizeGDB-curated	Chr1	295,502,079	295,509,029
GRMZM2G371033	sbp18	MaizeGDB-curated	Chr8	161,072,193	161,075,285
GRMZM2G163813	sbp19	MaizeGDB-curated	Chr4	236,142,134	236,146,366
GRMZM2G168229	sbp2	MaizeGDB-curated	Chr4	235,838,405	235,842,060
GRMZM2G065451	sbp20	MaizeGDB-curated	Chr4	238,318,275	238,321,628
GRMZM2G148467	sbp21	MaizeGDB-curated	Chr10	139,106,686	139,109,641
GRMZM5G878561	sbp22	MaizeGDB-curated	Chr3	159,420,552	159,425,244
GRMZM2G126018	sbp23	MaizeGDB-curated	Chr2	190,489,085	190,493,109
GRMZM2G133646	sbp24	MaizeGDB-curated	Chr3	50,944,910	50,952,180
GRMZM2G414805	sbp25	MaizeGDB-curated	Chr5	58,084,257	58,088,916
GRMZM2G097275	sbp27	MaizeGDB-curated	Chr5	77,973,223	77,978,271
GRMZM2G058588	sbp28	MaizeGDB-curated	Chr10	145,726,895	145,730,461
GRMZM2G067624	sbp29	MaizeGDB-curated	Chr7	151,254,398	151,256,086
GRMZM2G101499	sbp3	MaizeGDB-curated	Chr6	95,232,272	95,235,580
GRMZM2G156621	sbp31	MaizeGDB-curated	Chr5	131,224,969	131,228,486
GRMZM2G106798	sbp3 (GRASSIUS)	MaizeGDB-curated	Chr4	17,511,896	17,523,810
Zm00001d046906	sbp4	MaizeGDB-curated	Chr9	109,930,589	109,934,102
GRMZM2G110742	sbp4 (GRASSIUS)	MaizeGDB-curated	Chr7	57,077,560	57,082,391
GRMZM2G061734	sbp5	MaizeGDB-curated	Chr2	192,807,845	192,812,893
GRMZM2G138421	sbp6	MaizeGDB-curated	Chr5	1,846,096	1,853,085
GRMZM2G098557	sbp7	MaizeGDB-curated	Chr4	200,132,272	200,137,588
GRMZM2G081127	sbp9	MaizeGDB-curated	Chr8	167,824	174,330
GRMZM2G437435	sbt1	MaizeGDB-curated	Chr10	15,035,904	15,038,278
GRMZM2G039538	sbt2	MaizeGDB-curated	Chr2	207,706,084	207,708,708
GRMZM2G363552	sbt3	MaizeGDB-curated	Chr7	160,351,370	160,353,986
GRMZM2G332976	sca1	MaizeGDB-curated	Chr5	3,146,074	3,147,825
GRMZM2G023872	scl1	MaizeGDB-curated	Chr8	72,494,685	72,496,501
GRMZM2G075676	scp1	MaizeGDB-curated	Chr10	120,298,584	120,303,328
GRMZM2G131516	scro1	MaizeGDB-curated	Chr4	185,481,408	185,484,991
GRMZM2G121074	sda1	MaizeGDB-curated	Chr2	7,661,318	7,666,576
GRMZM2G033694	sdg110b	MaizeGDB-curated	Chr2	174,419,091	174,436,402
GRMZM2G080462	sdg123	MaizeGDB-curated	Chr1	242,199,385	242,208,360
GRMZM2G034288	sdg136	MaizeGDB-curated	Chr7	38,217,966	38,231,106
GRMZM2G025924	sdg137	MaizeGDB-curated	Chr2	170,175,284	170,177,778
GRMZM2G164277	sdg140	MaizeGDB-curated	Chr2	7,527,529	7,531,928
GRMZM2G164400	sdg140	MaizeGDB-curated	Chr2	7,519,489	7,528,034
AC217415.3_FG004	se1	MaizeGDB-curated	Chr2	230,653,379	230,653,900
GRMZM2G081626	see2a	MaizeGDB-curated	Chr8	137,286,214	137,293,588
GRMZM2G093032	see2b	MaizeGDB-curated	Chr3	225,910,755	225,916,465
GRMZM2G169160	ser2	MaizeGDB-curated	Chr4	5,670,956	5,682,556
GRMZM5G870959	serk1	MaizeGDB-curated	Chr10	121,772,419	121,777,860
GRMZM2G115420	serk2	MaizeGDB-curated	Chr5	176,261,637	176,267,226
GRMZM2G150024	serk3	MaizeGDB-curated	Chr4	124,660,672	124,667,062
GRMZM2G147424	sfb1	MaizeGDB-curated	Chr10	113,732,417	113,734,756
GRMZM2G159632	sfp1	MaizeGDB-curated	Chr1	24,403,203	24,407,782
GRMZM2G123159	sgb102	MaizeGDB-curated	Chr1	264,230,117	264,233,270
GRMZM2G074082	sgo1	MaizeGDB-curated	Chr7	18,531,204	18,535,522
GRMZM2G089713	sh1	MaizeGDB-curated	Chr9	11,500,926	11,507,687
GRMZM2G429899	sh2	MaizeGDB-curated	Chr3	216,495,981	216,505,345
GRMZM6G741210	shbp1	MaizeGDB-curated	Chr3	178,865,444	178,897,469
GRMZM2G399073	shpl1	MaizeGDB-curated	Chr5	61,555,816	61,564,735
GRMZM2G082007	si683005e02	MaizeGDB-curated	Chr4	169,989,717	169,993,675
GRMZM2G378452	si946003e12	MaizeGDB-curated	Chr3	23,844,186	23,847,768
GRMZM2G176175	sid1	MaizeGDB-curated	Chr7	22,015,365	22,026,546
GRMZM2G100086	sig1	MaizeGDB-curated	Chr1	39,680,080	39,682,830
GRMZM2G006736	sig1A	MaizeGDB-curated	Chr10	75,590,751	75,594,655
GRMZM2G543629	sig1B	MaizeGDB-curated	Chr4	30,954,610	30,958,718
GRMZM2G164084	sig2	MaizeGDB-curated	Chr1	264,527,252	264,530,002
GRMZM2G143392	sig2A	MaizeGDB-curated	Chr4	17,349,492	17,354,543
GRMZM2G100086	sig2B	MaizeGDB-curated	Chr1	39,680,080	39,682,830
GRMZM2G003182	sig3	MaizeGDB-curated	Chr2	231,692,547	231,695,297
GRMZM2G543629	sig5	MaizeGDB-curated	Chr4	30,954,610	30,958,718
GRMZM2G144196	sig6	MaizeGDB-curated	Chr5	647,402	650,238
GRMZM5G830932	sig7	MaizeGDB-curated	Chr6	168,024,789	168,028,473
GRMZM2G077436	sig8	MaizeGDB-curated	Chr6	168,300,149	168,302,190
GRMZM2G006736	sig9	MaizeGDB-curated	Chr10	75,590,751	75,594,655
GRMZM2G127141	simk1	MaizeGDB-curated	Chr9	125,383,956	125,388,954
GRMZM2G374971	sip1	MaizeGDB-curated	Chr7	160,254,708	160,256,026
GRMZM2G090338	sir1	MaizeGDB-curated	Chr6	157,217,904	157,222,724
GRMZM2G021786	sk1	MaizeGDB-curated	Chr2	27,602,064	27,606,189
GRMZM2G009506	sln1	MaizeGDB-curated	Chr5	201,993,077	201,996,818
GRMZM2G031311	sm1	MaizeGDB-curated	Chr6	133,839,846	133,843,446
GRMZM2G180283	sm2	MaizeGDB-curated	Chr2	202,536,125	202,537,725
GRMZM2G030148	smk1	MaizeGDB-curated	Chr2	216,076,499	216,078,010
GRMZM2G122810	smt1	MaizeGDB-curated	Chr7	18,150,408	18,159,227
GRMZM2G075701	smt2	MaizeGDB-curated	Chr1	8,025,216	8,027,013
GRMZM2G430745	smu2	MaizeGDB-curated	Chr10	1,679,131	1,681,892
GRMZM2G077278	snrk1a1	MaizeGDB-curated	Chr6	159,785,916	159,790,437
GRMZM2G180704	snrk1a2	MaizeGDB-curated	Chr2	154,579,939	154,587,570
GRMZM2G138814	snrk1a3	MaizeGDB-curated	Chr1	52,072,966	52,083,007
GRMZM2G035809	snrkII1	MaizeGDB-curated	Chr9	121,136,691	121,141,166
GRMZM2G066867	snrkII10	MaizeGDB-curated	Chr5	18,469,442	18,472,522
GRMZM2G063961	snrkII11	MaizeGDB-curated	Chr6	150,654,910	150,660,102
GRMZM2G056732	snrkII2	MaizeGDB-curated	Chr7	166,410,296	166,416,118
GRMZM2G180916	snrkII3	MaizeGDB-curated	Chr1	94,897,504	94,901,091
GRMZM2G110922	snrkII4	MaizeGDB-curated	Chr3	174,813,369	174,818,806
GRMZM2G110908	snrkII5	MaizeGDB-curated	Chr10	148,736,929	148,738,463
GRMZM2G130018	snrkII6	MaizeGDB-curated	Chr4	115,177,727	115,188,805
GRMZM2G155593	snrkII7	MaizeGDB-curated	Chr2	51,441,153	51,446,361
GRMZM2G138861	snrkII8	MaizeGDB-curated	Chr1	280,356,771	280,364,881
GRMZM2G114739	so1	MaizeGDB-curated	Chr1	193,898,445	193,902,203
GRMZM2G175423	sodh1	MaizeGDB-curated	Chr1	197,301,249	197,304,338
GRMZM2G025222	spi1	MaizeGDB-curated	Chr3	69,968,705	69,970,558
GRMZM2G000278	spk1	MaizeGDB-curated	Chr5	171,731,069	171,736,269
GRMZM2G129913	spo1	MaizeGDB-curated	Chr5	7,125,276	7,129,809
GRMZM5G890820	spo2	MaizeGDB-curated	Chr4	32,840,049	32,842,275
GRMZM2G052581	spo3	MaizeGDB-curated	Chr1	43,509,811	43,512,799
GRMZM2G097641	spp2	MaizeGDB-curated	Chr10	89,431,021	89,434,146
GRMZM2G060296	spr1	MaizeGDB-curated	Chr1	1,960,833	1,968,021
GRMZM2G046576	spr9	MaizeGDB-curated	Chr6	121,303,197	121,311,768
GRMZM2G140107	sps2	MaizeGDB-curated	Chr3	161,295,516	161,301,138
GRMZM2G108225	sqs1	MaizeGDB-curated	Chr5	3,667,095	3,677,998
AC217293.3_FG007	srk1	MaizeGDB-curated	Chr2	232,381,878	232,388,093
GRMZM2G105019	srph1	MaizeGDB-curated	Chr3	217,545,398	217,552,377
GRMZM2G042407	srs1	MaizeGDB-curated	Chr1	207,433,916	207,443,393
GRMZM2G080295	srs2	MaizeGDB-curated	Chr2	196,299,773	196,301,206
GRMZM2G017606	srs3	MaizeGDB-curated	Chr4	216,534,703	216,536,379
GRMZM2G097683	srs4	MaizeGDB-curated	Chr5	60,161,264	60,163,883
GRMZM2G108798	srs5	MaizeGDB-curated	Chr6	85,368,896	85,371,594
GRMZM2G450459	srs6	MaizeGDB-curated	Chr6	143,217,455	143,220,101
GRMZM2G135783	srs7	MaizeGDB-curated	Chr7	142,938,485	142,940,360
GRMZM2G179021	srs8	MaizeGDB-curated	Chr7	143,145,425	143,146,225
GRMZM2G044744	ss4	MaizeGDB-curated	Chr8	124,838,621	124,847,166
GRMZM2G130043	ss5	MaizeGDB-curated	Chr4	172,635,729	172,706,662
GRMZM2G090935	ssp1	MaizeGDB-curated	Chr4	233,478,819	233,482,558
GRMZM2G177098	stc1	MaizeGDB-curated	Chr9	11,745,997	11,754,981
GRMZM2G023073	stm1	MaizeGDB-curated	Chr10	77,758,100	77,774,208
GRMZM2G138060	su1	MaizeGDB-curated	Chr4	41,396,390	41,405,179
GRMZM2G090905	su4	MaizeGDB-curated	Chr6	144,755,799	144,758,179
GRMZM2G064799	sudh1	MaizeGDB-curated	Chr7	4,239,369	4,244,199
GRMZM2G076524	sudh10	MaizeGDB-curated	Chr5	13,264,659	13,269,113
GRMZM2G306945	sudh11	MaizeGDB-curated	Chr1	64,881,015	64,884,264
GRMZM2G146965	sudh12	MaizeGDB-curated	Chr1	262,265,889	262,269,879
GRMZM2G302259	sudh2	MaizeGDB-curated	Chr4	37,053,697	37,057,117
GRMZM2G056912	sudh3	MaizeGDB-curated	Chr8	22,054,607	22,060,804
GRMZM2G079888	sudh4	MaizeGDB-curated	Chr2	237,069,904	237,075,210
GRMZM2G109271	sudh5	MaizeGDB-curated	Chr1	62,981,705	63,005,931
GRMZM2G398876	sudh6	MaizeGDB-curated	Chr10	115,607,469	115,611,338
GRMZM2G134134	sudh7	MaizeGDB-curated	Chr6	6,270,568	6,274,593
GRMZM2G023760	sudh8	MaizeGDB-curated	Chr9	14,624,670	14,625,146
GRMZM2G160685	sudh9	MaizeGDB-curated	Chr6	154,876,071	154,884,333
GRMZM2G105604	sum1	MaizeGDB-curated	Chr3	216,674,441	216,678,588
GRMZM2G053898	sumo1a	MaizeGDB-curated	Chr8	161,569,233	161,573,399
GRMZM2G082390	sumo1b	MaizeGDB-curated	Chr8	161,721,257	161,724,576
GRMZM2G305196	sumo2	MaizeGDB-curated	Chr7	159,960,915	159,961,570
GRMZM2G073404	sumov1	MaizeGDB-curated	Chr8	141,677,418	141,681,979
GRMZM2G109818	sun1	MaizeGDB-curated	Chr5	88,695,793	88,701,952
GRMZM2G440614	sun2	MaizeGDB-curated	Chr3	38,600,230	38,605,885
GRMZM2G005483	sun4	MaizeGDB-curated	Chr8	165,131,574	165,135,243
AC194341.4_FG003	sun5	MaizeGDB-curated	Chr8	140,924,162	140,926,362
GRMZM2G318780	sus2	MaizeGDB-curated	Chr1	56,787,028	56,794,227
GRMZM2G034302	sut1	MaizeGDB-curated	Chr1	15,069,084	15,074,473
GRMZM2G145107	sut2	MaizeGDB-curated	Chr5	216,637,674	216,642,140
GRMZM2G307561	sut4	MaizeGDB-curated	Chr3	94,809,651	94,815,766
GRMZM2G081589	sut*-GRMZM2G081589	MaizeGDB-curated	Chr5	176,533,898	176,537,221
GRMZM2G106741	sut*-GRMZM2G106741	MaizeGDB-curated	Chr4	124,976,888	124,980,047
GRMZM2G368827	sweet11	MaizeGDB-curated	Chr1	194,965,437	194,968,347
GRMZM2G133322	sweet12a	MaizeGDB-curated	Chr1	59,182,679	59,185,966
GRMZM2G099609	sweet12b	MaizeGDB-curated	Chr9	130,027,643	130,030,345
GRMZM2G173669	sweet13a	MaizeGDB-curated	Chr10	14,767,640	14,770,295
GRMZM2G021706	sweet13b	MaizeGDB-curated	Chr10	14,648,064	14,650,932
GRMZM2G179349	sweet13c	MaizeGDB-curated	Chr3	108,721,006	108,722,375
GRMZM2G094955	sweet14a	MaizeGDB-curated	Chr2	223,375,329	223,377,937
GRMZM2G015976	sweet14b	MaizeGDB-curated	Chr4	21,691,924	21,695,433
GRMZM2G168365	sweet15a	MaizeGDB-curated	Chr4	96,336,663	96,338,566
GRMZM5G872392	sweet15b	MaizeGDB-curated	Chr5	164,895,210	164,898,398
GRMZM2G107597	sweet16	MaizeGDB-curated	Chr1	57,248,463	57,251,591
GRMZM2G106462	sweet17a	MaizeGDB-curated	Chr3	56,813,678	56,821,576
GRMZM2G111926	sweet17b	MaizeGDB-curated	Chr8	33,368,351	33,373,788
GRMZM2G039365	sweet1a	MaizeGDB-curated	Chr3	171,792,049	171,795,701
GRMZM2G153358	sweet1b	MaizeGDB-curated	Chr6	148,107,348	148,110,301
GRMZM2G324903	sweet2	MaizeGDB-curated	Chr8	58,837,906	58,840,227
GRMZM2G179679	sweet3a	MaizeGDB-curated	Chr8	112,056,618	112,058,331
GRMZM2G060974	sweet3b	MaizeGDB-curated	Chr3	2,955,821	2,957,584
GRMZM2G000812	sweet4a	MaizeGDB-curated	Chr5	126,853,038	126,855,915
GRMZM2G144581	sweet4b	MaizeGDB-curated	Chr5	127,638,855	127,642,404
GRMZM2G137954	sweet4c	MaizeGDB-curated	Chr5	127,500,983	127,504,476
GRMZM2G157675	sweet6a	MaizeGDB-curated	Chr3	223,847,899	223,851,013
GRMZM2G416965	sweet6b	MaizeGDB-curated	Chr8	141,481,938	141,485,043
GRMZM2G387890	syd1	MaizeGDB-curated	Chr6	118,452,039	118,460,501
GRMZM2G081955	tab2	MaizeGDB-curated	Chr5	183,533,765	183,536,017
GRMZM2G111906	tacs1	MaizeGDB-curated	Chr6	82,660,395	82,663,470
GRMZM2G075844	tap1	MaizeGDB-curated	Chr5	61,239,228	61,243,371
GRMZM2G127160	tar1	MaizeGDB-curated	Chr6	123,615,202	123,618,258
GRMZM2G141810	tar3	MaizeGDB-curated	Chr6	129,844,054	129,847,591
GRMZM2G139813	tat1	MaizeGDB-curated	Chr2	225,968,332	225,976,565
GRMZM2G149238	tbp1	MaizeGDB-curated	Chr1	259,016,743	259,021,894
GRMZM2G118515	tcp1	MaizeGDB-curated	Chr8	159,216,940	159,224,411
GRMZM2G124911	tcp2	MaizeGDB-curated	Chr3	154,750,579	154,774,482
GRMZM2G142751	tcptf10	MaizeGDB-curated	Chr6	112,768,227	112,770,230
GRMZM2G166687	tcptf11	MaizeGDB-curated	Chr1	214,354,391	214,355,375
GRMZM2G093895	tcptf12	MaizeGDB-curated	Chr10	10,294,382	10,296,488
GRMZM2G359599	tcptf13	MaizeGDB-curated	Chr4	612,258	614,155
GRMZM2G465091	tcptf14	MaizeGDB-curated	Chr10	132,055,803	132,056,847
GRMZM2G060319	tcptf15	MaizeGDB-curated	Chr4	82,385,034	82,386,103
GRMZM2G178603	tcptf16	MaizeGDB-curated	Chr5	188,505,434	188,506,555
GRMZM2G458087	tcptf17	MaizeGDB-curated	Chr10	110,222,622	110,224,294
GRMZM2G064628	tcptf18	MaizeGDB-curated	Chr7	110,809,038	110,810,529
AC199782.5_FG003	tcptf19	MaizeGDB-curated	Chr2	195,005,257	195,006,904
GRMZM2G003944	tcptf2	MaizeGDB-curated	Chr4	205,135,012	205,137,037
GRMZM2G034638	tcptf20	MaizeGDB-curated	Chr8	160,527,351	160,529,186
GRMZM2G107031	tcptf21	MaizeGDB-curated	Chr1	197,227,445	197,228,576
GRMZM2G135461	tcptf22	MaizeGDB-curated	Chr4	142,954,944	142,956,691
GRMZM2G120151	tcptf23	MaizeGDB-curated	Chr6	158,563,456	158,566,518
GRMZM2G015037	tcptf24	MaizeGDB-curated	Chr8	24,477,984	24,481,369
GRMZM2G078077	tcptf25	MaizeGDB-curated	Chr4	145,641,628	145,642,678
GRMZM2G077755	tcptf26	MaizeGDB-curated	Chr5	207,185,179	207,187,500
GRMZM2G414114	tcptf27	MaizeGDB-curated	Chr2	225,192,935	225,197,146
GRMZM2G062711	tcptf28	MaizeGDB-curated	Chr4	55,947,182	55,947,871
GRMZM2G148022	tcptf29	MaizeGDB-curated	Chr8	173,529,415	173,541,170
GRMZM2G110242	tcptf3	MaizeGDB-curated	Chr2	180,630,151	180,631,609
GRMZM2G166946	tcptf30	MaizeGDB-curated	Chr3	194,948,766	194,951,387
GRMZM2G089638	tcptf31	MaizeGDB-curated	Chr3	140,859,692	140,861,716
GRMZM2G031905	tcptf32	MaizeGDB-curated	Chr6	27,463,599	27,465,214
AC205574.3_FG006	tcptf33	MaizeGDB-curated	Chr3	3,475,925	3,478,586
AC234521.1_FG006	tcptf34	MaizeGDB-curated	Chr2	22,891,424	22,892,551
GRMZM2G055024	tcptf35	MaizeGDB-curated	Chr4	2,551,378	2,555,043
GRMZM2G424261	tcptf36	MaizeGDB-curated	Chr10	112,133,491	112,135,588
GRMZM2G088440	tcptf37	MaizeGDB-curated	Chr2	182,307,219	182,309,604
GRMZM2G180568	tcptf38	MaizeGDB-curated	Chr7	168,258,012	168,259,093
GRMZM2G170232	tcptf39	MaizeGDB-curated	Chr4	36,959,864	36,961,776
GRMZM2G445944	tcptf4	MaizeGDB-curated	Chr5	216,656,588	216,657,717
GRMZM2G096610	tcptf40	MaizeGDB-curated	Chr10	100,088,723	100,089,636
GRMZM2G416524	tcptf41	MaizeGDB-curated	Chr2	136,203,178	136,208,519
AC213524.3_FG003	tcptf42	MaizeGDB-curated	Chr1	193,546,929	193,548,421
GRMZM2G020805	tcptf43	MaizeGDB-curated	Chr2	235,465,951	235,472,063
GRMZM2G089361	tcptf44	MaizeGDB-curated	Chr5	4,945,651	4,947,211
GRMZM2G115516	tcptf5	MaizeGDB-curated	Chr1	285,381,000	285,385,544
AC190734.2_FG003	tcptf6	MaizeGDB-curated	Chr5	11,858,801	11,859,880
GRMZM2G035944	tcptf7	MaizeGDB-curated	Chr8	122,433,073	122,435,587
GRMZM2G092214	tcptf8	MaizeGDB-curated	Chr3	158,493,312	158,495,256
GRMZM2G113888	tcptf9	MaizeGDB-curated	Chr9	5,004,014	5,006,205
GRMZM2G016145	tcrr1	MaizeGDB-curated	Chr4	70,600,591	70,601,871
GRMZM2G075624	tct1	MaizeGDB-curated	Chr5	67,851,004	67,853,565
GRMZM2G300133	td1	MaizeGDB-curated	Chr5	61,698,661	61,702,214
GRMZM2G055458	tdpk1	MaizeGDB-curated	Chr3	66,270,831	66,282,839
GRMZM5G864815	tdpk2	MaizeGDB-curated	Chr6	137,792,544	137,795,002
GRMZM2G321778	tdy1	MaizeGDB-curated	Chr6	166,836,363	166,837,893
GRMZM5G840560	tdy2	MaizeGDB-curated	Chr5	217,413,183	217,431,897
GRMZM2G085113	te1	MaizeGDB-curated	Chr3	165,216,844	165,220,769
GRMZM2G078283	tena1	MaizeGDB-curated	Chr4	48,570,462	48,572,773
GRMZM2G148896	tena2	MaizeGDB-curated	Chr1	201,771,782	201,775,619
GRMZM2G080501	tena3	MaizeGDB-curated	Chr9	135,600,972	135,602,731
GRMZM2G017831	tfIIB1	MaizeGDB-curated	Chr9	148,929,810	148,933,147
GRMZM2G101511	tga1	MaizeGDB-curated	Chr4	44,534,815	44,539,478
GRMZM2G044027	tgd1	MaizeGDB-curated	Chr1	41,473,411	41,478,103
GRMZM2G025054	tgz15a	MaizeGDB-curated	Chr10	125,323,532	125,327,383
GRMZM2G045005	tgz21	MaizeGDB-curated	Chr2	38,044,187	38,048,031
GRMZM2G090086	tha1	MaizeGDB-curated	Chr2	128,922,840	128,930,111
GRMZM2G472651	tha4	MaizeGDB-curated	Chr1	253,336,039	253,339,554
GRMZM2G300408	tha5	MaizeGDB-curated	Chr9	14,541,001	14,542,356
AC217965.2_FG012	tha8	MaizeGDB-curated	Chr8	15,108,789	15,109,580
GRMZM2G128454	tha9	MaizeGDB-curated	Chr5	17,372,076	17,374,433
GRMZM2G018375	thi1	MaizeGDB-curated	Chr8	137,677,256	137,679,026
GRMZM2G074097	thi2	MaizeGDB-curated	Chr3	218,917,243	218,918,947
GRMZM2G401934	thi3	MaizeGDB-curated	Chr3	138,804,559	138,811,009
